,price,Condition ,Date ,Views ,City,Motorbike Type ,Make Year,Make,Model,Engine size (cc),Lot No.,Kilometers
858,"Rs. 1,45,000",New,4/9/2015,5580,Kathmandu,Standard,2015,Hero,HF Deluxe,100,,
859,"Rs. 3,00,000",Used,4/10/2020,13,Kathmandu,Off Road,2016,Honda,XR150L,150,75,22000
860,"Rs. 4,40,000",Used,1/9/2020,142,Kathmandu,Sportsbike,2017,Honda,CBR 250R,250,73,10000
861,"Rs. 3,60,000",Used,30/8/2020,131,Kathmandu,Sportsbike,2015,Honda,CBR 250R,249,69,16000
862,"Rs. 1,25,000",Used,26/8/2020,108,Bhairahawa,Scooter,2013,Honda,Aviator,109,16,25000
863,"Rs. 75,000",Used,11/8/2020,27,Kathmandu,Standard,2014,Honda,CB Unicorn,150,35,45000
864,"Rs. 2,60,000",Used,2/8/2020,71,Kathmandu,Other,2018,Honda,Other,160,2,6800
865,"Rs. 2,00,000",Used,17/7/2020,111,Biratnagar,Standard,2020,Honda,CB Shine,125,40,900
866,"Rs. 80,000",Used,7/7/2020,126,Kathmandu,Standard,2008,Honda,Shine,125,26,39000
867,Contact Seller,Used,8/8/2020,290,Kathmandu,Sportsbike,2013,Honda,CBR250 TRI,397,65,666
868,"Rs. 2,75,000",Used,6/4/2017,1293,Kathmandu,Sportsbike,2012,Honda,CBR 250R,250,50,37000
869,"Rs. 1,90,000",Used,31/3/2017,129,,Standard,2014,Honda,CB Unicorn,150,63,21000
870,"Rs. 80,000",Used,26/3/2017,926,Kathmandu,Standard,2011,Honda,CB Twister,109,41,60000
871,"Rs. 5,00,000",Used,16/3/2017,1920,Lalitpur,Off Road,2000,Honda,CRF250L,250,32,20000
872,"Rs. 3,90,000",Used,9/3/2017,138,Kathmandu,Sportsbike,2014,Honda,CBR 250R,250,63,6700
873,"Rs. 1,00,000",Used,5/3/2017,506,Butwal,Standard,2011,Honda,CB Unicorn,150,10,35000
874,"Rs. 2,78,000",Used,28/2/2017,1700,Kathmandu,Off Road,2016,Honda,XR125L,125,66,19000
875,"Rs. 1,15,000",Used,27/2/2017,224,Kathmandu,Standard,2010,Honda,CB Unicorn,150,42,41000
876,"Rs. 2,10,000",Used,19/2/2017,4370,Kathmandu,Other,1987,Honda,Other,250,2,37000
877,"Rs. 1,50,000",Used,19/2/2017,141,Kathmandu,Standard,2014,Honda,CB Trigger,149,66,15000
878,"Rs. 60,000",Used,18/2/2017,915,Kathmandu,Scooter,2011,Honda,Dio,100,39,20000
879,"Rs. 60,000",Used,18/2/2017,503,Kathmandu,Scooter,2011,Honda,Dio,100,39,20000
880,Contact Seller,Used,18/2/2017,588,Kathmandu,Sportsbike,2014,Honda,CBR 250R,250,63,6700
881,"Rs. 1,80,000",Used,16/2/2017,2147,Kathmandu,Standard,2017,Honda,CB Unicorn,150,58,28000
882,"Rs. 4,35,000",Used,11/2/2017,463,Kathmandu,Sportsbike,2014,Honda,CBR 250R,250,63,6500
883,"Rs. 2,65,000",Used,10/2/2017,676,Kathmandu,Other,1982,Honda,Other,185,3,70000
884,"Rs. 2,65,000",Used,10/2/2017,832,Kathmandu,Other,1982,Honda,Other,185,3,70000
885,"Rs. 1,30,000",Used,27/3/2017,262,Kathmandu,Standard,2012,Honda,Unicorn,150,52,26700
886,"Rs. 23,50,000",Used,5/2/2017,1832,Kathmandu,Scooter,2016,Honda,Activa,600,79,7000
887,"Rs. 1,75,000",Used,25/1/2017,282,Lalitpur,Standard,2014,Honda,CB Trigger,150,61,10900
888,"Rs. 1,50,000",Used,20/1/2017,300,Biratnagar,Standard,2015,Honda,CB Trigger,150,21,18000
889,"Rs. 1,40,000",Used,19/1/2017,449,Bhaktapur,Standard,2015,Honda,CB Shine,125,66,20000
890,"Rs. 1,25,000",Used,16/1/2017,158,Kathmandu,Scooter,2014,Honda,Dio,110,63,9800
891,"Rs. 5,00,000",Used,15/1/2017,814,Kathmandu,Sportsbike,2016,Honda,CBR 250R,250,74,1200
892,"Rs. 80,000",Used,14/1/2017,440,Kathmandu,Standard,2012,Honda,CB Unicorn,150,35,45288
893,"Rs. 2,15,000",Used,13/1/2017,247,Butwal,Standard,2015,Honda,CB Unicorn 160,160,23,6500
894,"Rs. 2,60,000",Used,12/1/2017,808,Narayanghat,Sportsbike,2012,Honda,CBR 250R,250,38,52000
895,"Rs. 1,20,000",Used,7/1/2017,170,Butwal,Standard,2011,Honda,CB Unicorn,150,11,35800
896,"Rs. 92,000",Used,1/1/2017,549,Lalitpur,Scooter,2012,Honda,Dio,110,50,17800
897,"Rs. 1,60,000",Used,1/1/2017,592,Kathmandu,Scooter,2016,Honda,Dio,110,77,1900
898,"Rs. 55,000",Used,30/12/2016,148,Kathmandu,Standard,2009,Honda,Shine,125,30,25000
899,"Rs. 1,20,000",Used,28/12/2016,274,Ghorahi,Scooter,2014,Honda,Dio,110,2,35072
900,"Rs. 12,00,000",Used,28/12/2016,115,Ghorahi,Scooter,2014,Honda,Dio,109,2,35072
901,"Rs. 1,10,000",Used,24/12/2016,516,Kathmandu,Scooter,2014,Honda,Dio,100,54,17000
902,"Rs. 6,25,000",Used,19/12/2016,1605,Kathmandu,Off Road,2010,Honda,Tornado,250,42,20000
903,"Rs. 35,000",Used,14/12/2016,715,Kathmandu,Scooter,2006,Honda,Dio,110,19,55000
904,"Rs. 1,25,000",Used,12/12/2016,499,Kathmandu,Scooter,2013,Honda,Dio,110,53,22000
905,"Rs. 3,55,000",Used,12/12/2016,470,Kathmandu,Sportsbike,2013,Honda,CBR 250R,250,60,25000
906,"Rs. 1,50,000",Used,9/12/2016,56,Kathmandu,Other,2011,Honda,Other,149,47,20766
907,"Rs. 89,999",Used,5/12/2016,1636,Kathmandu,Scooter,2012,Honda,Dio,109,51,19000
908,"Rs. 1,60,000",Used,2/12/2016,179,Kathmandu,Standard,2014,Honda,CB Unicorn,149,60,21000
909,Contact Seller,Used,2/12/2016,117,Kathmandu,Standard,2015,Honda,CB Unicorn,149,60,21000
910,"Rs. 1,50,000",Used,22/11/2016,169,Pokhara,Scooter,2014,Honda,Dio,110,10,3000
911,"Rs. 90,000",Used,14/11/2016,386,Butwal,Standard,2011,Honda,CBF Stunner,125,11,16000
912,"Rs. 1,90,000",Used,13/11/2016,146,Kathmandu,Standard,2014,Honda,CB Unicorn,150,60,14000
913,"Rs. 1,60,000",Used,6/11/2016,244,Lalitpur,Standard,2013,Honda,CB Unicorn,150,51,15000
914,"Rs. 1,70,000",Used,1/11/2016,86,Pokhara,Standard,2015,Honda,CB Trigger,150,10,15000
915,"Rs. 4,10,000",Used,31/10/2016,488,Kathmandu,Sportsbike,2013,Honda,CBR Repsol,250,60,17000
916,"Rs. 4,30,000",Used,27/10/2016,1991,Kathmandu,Off Road,2016,Honda,XR150L,150,69,7000
917,"Rs. 4,30,000",Used,27/10/2016,458,Kathmandu,Off Road,2016,Honda,XR150L,150,69,7000
918,"Rs. 1,20,000",Used,24/10/2016,133,Kathmandu,Scooter,2014,Honda,Dio,110,63,9000
919,"Rs. 13,00,000",Used,25/10/2016,3202,Kathmandu,Sportsbike,2016,Honda,CB 600F Hornet,600,39,14000
920,"Rs. 24,00,000",Used,23/10/2016,3311,Kathmandu,Sportsbike,2016,Honda,CBR600RR,600,74,1000
921,"Rs. 1,60,000",Used,20/10/2016,871,Kathmandu,Scooter,2016,Honda,Dio,110,72,2020
922,"Rs. 1,69,999",Used,20/10/2016,277,Gatthaghar,Standard,2015,Honda,CB Shine,125,70,9000
923,"Rs. 1,60,000",Used,18/10/2016,51,Kathmandu,Standard,2013,Honda,CB Unicorn,150,63,22000
924,"Rs. 5,17,000",Used,13/10/2016,1293,Kathmandu,Off Road,2015,Honda,XR150L,149,69,5535
925,"Rs. 1,15,000",Used,13/10/2016,752,Kathmandu,Scooter,2014,Honda,Dio,110,58,20000
926,Contact Seller,Used,7/10/2016,2225,Kirtipur,Sportsbike,2013,Honda,CBR 600,600,9,700
927,"Rs. 2,30,000",Used,3/10/2016,145,Kathmandu,Other,2015,Honda,Other,160,75,2500
928,"Rs. 4,15,000",Used,30/9/2016,1193,Kathmandu,Off Road,2015,Honda,XR150L,150,67,9000
929,"Rs. 63,000",Used,29/9/2016,357,Kathmandu,Standard,2007,Honda,CB Shine,125,27,22000
930,"Rs. 1,35,000",Used,2/10/2016,212,Butwal,Standard,2013,Honda,CB Shine,125,16,7000
931,"Rs. 95,000",Used,28/9/2016,548,Lalitpur,Scooter,2012,Honda,Dio,102,50,26844
932,"Rs. 1,55,000",Used,25/9/2016,249,Kathmandu,Scooter,2015,Honda,Activa,125,64,9000
933,"Rs. 3,00,000",Used,21/9/2016,526,Kathmandu,Sportsbike,2011,Honda,CBR 250R,250,55,18000
934,"Rs. 1,45,000",Used,20/9/2016,94,Kathmandu,Standard,2014,Honda,CB Shine,125,59,16000
935,"Rs. 1,60,000",Used,21/9/2016,62,Kathmandu,Standard,2013,Honda,CB Unicorn,150,58,15000
936,"Rs. 1,50,000",Used,15/9/2016,195,Kathmandu,Scooter,2015,Honda,Dio,125,69,2500
937,"Rs. 1,49,000",Used,13/9/2016,92,Lalitpur,Scooter,2015,Honda,Dio,110,69,11600
938,"Rs. 1,15,000",Used,12/9/2016,184,Lalitpur,Standard,2010,Honda,Unicorn,150,44,44000
939,"Rs. 1,55,000",Used,9/9/2016,674,Kathmandu,Scooter,2016,Honda,Activa,125,70,8000
940,"Rs. 80,000",Used,12/9/2016,306,Kathmandu,Standard,2011,Honda,CB Twister,110,41,21000
941,"Rs. 1,20,000",Used,3/9/2016,308,Madhyapur Thimi,Standard,2011,Honda,Unicorn,150,47,42000
942,Rs. 240.00,Used,29/8/2016,3756,Kathmandu,Sportsbike,2009,Honda,CBR600RR,600,6,9490
943,"Rs. 1,40,000",Used,28/8/2016,70,Kathmandu,Standard,2012,Honda,Unicorn,149,54,23800
944,"Rs. 4,50,000",Used,21/8/2016,822,Kathmandu,Sportsbike,2015,Honda,CBR 250R,250,70,7500
945,"Rs. 1,80,000",Used,20/8/2016,248,Biratnagar,Standard,2014,Honda,CB Trigger,150,19,1200
946,"Rs. 13,50,000",Used,17/8/2016,2488,Kathmandu,Sportsbike,2004,Honda,CBR 600,600,21,20000
947,"Rs. 3,15,000",Used,17/8/2016,235,Kathmandu,Sportsbike,2012,Honda,CBR 250R,250,50,26000
948,"Rs. 1,50,000",Used,14/8/2016,79,Kathmandu,Standard,2014,Honda,CB Unicorn,150,56,35000
949,"Rs. 4,80,000",Used,11/8/2016,588,Kathmandu,Sportsbike,2013,Honda,CBR Repsol,250,60,4300
950,"Rs. 70,000",Used,9/8/2016,1055,Kathmandu,Standard,2009,Honda,CB Shine,125,28,40000
951,"Rs. 1,05,000",Used,9/8/2016,81,Kathmandu,Other,2011,Honda,Other,125,51,16500
952,"Rs. 1,00,000",Used,21/8/2016,242,Kathmandu,Standard,2010,Honda,Unicorn,150,39,23900
953,"Rs. 99,999",Used,5/8/2016,76,Bhaktapur,Other,2011,Honda,Other,125,51,26500
954,Rs. 21.00,Used,29/8/2016,1297,Pokhara,Sportsbike,2016,Honda,CBR600RR,600,11,550
955,"Rs. 75,000",Used,2/8/2016,583,Biratnagar,Scooter,2010,Honda,Dio,115,9,26000
956,"Rs. 1,50,000",Used,2/8/2016,79,Lalitpur,Scooter,2014,Honda,Aviator,109,66,5000
957,Contact Seller,Used,28/7/2016,2242,Pokhara,Sportsbike,2016,Honda,CBR600RR,600,11,500
958,"Rs. 2,45,500",Used,27/7/2016,120,Kathmandu,Sportsbike,2016,Honda,CB 600F Hornet,160,74,700
959,"Rs. 1,55,000",Used,26/7/2016,179,Kathmandu,Scooter,2016,Honda,Activa,110,75,1500
960,"Rs. 1,70,000",Used,24/7/2016,347,Kathmandu,Scooter,2015,Honda,Aviator,109,70,7000
961,"Rs. 1,50,000",Used,22/7/2016,157,Pokhara,Standard,2014,Honda,CB Shine,150,9,16000
962,"Rs. 1,12,000",Used,21/7/2016,294,Lalitpur,Scooter,2012,Honda,Dio,110,53,14000
963,"Rs. 1,16,200",Used,20/7/2016,134,Kathmandu,Scooter,2013,Honda,Dio,110,54,14300
964,"Rs. 4,05,000",Used,5/8/2016,838,Narayanghat,Off Road,2014,Honda,XR150L,150,37,10000
965,"Rs. 1,65,000",Used,16/7/2016,626,Biratnagar,Scooter,2015,Honda,Dio,110,23,3500
966,"Rs. 3,00,000",Used,13/7/2016,296,Dumre,Sportsbike,2011,Honda,CBR 250R,250,7,40000
967,"Rs. 4,25,000",Used,12/7/2016,484,Kathmandu,Sportsbike,2013,Honda,CBR Repsol,250,60,11000
968,"Rs. 1,25,000",Used,10/7/2016,813,Kathmandu,Scooter,2016,Honda,Dio,110,53,9900
969,"Rs. 60,000",Used,10/7/2016,285,Kathmandu,Standard,2006,Honda,CB Unicorn,150,20,20000
970,"Rs. 1,55,000",Used,7/7/2016,472,Kathmandu,Scooter,2015,Honda,Aviator,109,70,2615
971,"Rs. 1,25,000",Used,6/7/2016,708,Pokhara,Scooter,2014,Honda,Dio,110,11,9000
972,"Rs. 1,60,000",Used,5/7/2016,305,Pokhara,Standard,2013,Honda,CB Unicorn,150,8,20000
973,"Rs. 60,000",Used,24/6/2016,704,Dumre,Scooter,2010,Honda,Dio,102,16,18025
974,"Rs. 1,32,000",Used,24/6/2016,204,Kathmandu,Standard,2012,Honda,CB Unicorn,160,55,26000
975,"Rs. 1,10,000",Used,18/6/2016,343,Kathmandu,Standard,2010,Honda,CB Shine,125,44,30000
976,"Rs. 1,88,000",Used,15/6/2016,141,Kathmandu,Standard,2015,Honda,Unicorn,160,68,9500
977,"Rs. 99,000",Used,12/6/2016,1084,Kathmandu,Scooter,2012,Honda,Aviator,110,46,23200
978,"Rs. 1,32,000",Used,4/6/2016,1165,Gatthaghar,Standard,2013,Honda,CB Unicorn,160,50,33000
979,"Rs. 95,000",Used,2/6/2016,281,Kathmandu,Scooter,2013,Honda,Dio,100,56,15000
980,"Rs. 2,40,000",Used,22/5/2016,3023,Waling,Off Road,2013,Honda,XR125L,125,61,12000
981,"Rs. 1,75,000",Used,19/5/2016,198,Lekhnath,Standard,2014,Honda,CB Unicorn,150,9,12200
982,"Rs. 1,65,000",Used,17/5/2016,127,Kathmandu,Standard,2013,Honda,CB Unicorn,150,58,18000
983,Rs. 550.00,Used,28/4/2016,94,Kathmandu,Sportsbike,2014,Honda,CBR Repsol,250,60,10000
984,"Rs. 1,45,000",Used,25/4/2016,142,Kathmandu,Standard,2012,Honda,CB Unicorn,150,51,25000
985,"Rs. 2,75,000",Used,14/4/2016,975,Kathmandu,Off Road,2014,Honda,XR125L,125,61,10000
986,"Rs. 1,60,000",Used,11/4/2016,66,Kathmandu,Standard,2012,Honda,CB Unicorn,150,52,20000
987,"Rs. 3,25,000",Used,5/4/2016,359,Kathmandu,Sportsbike,2011,Honda,CBR 250R,249,49,35000
988,"Rs. 2,50,000",Used,31/3/2016,1031,Kathmandu,Off Road,1985,Honda,XL185,185,2,35774
989,"Rs. 1,68,000",Used,30/3/2016,4378,Kathmandu,Scooter,2016,Honda,Dio,110,72,700
990,"Rs. 1,25,000",Used,30/3/2016,87,Waling,Scooter,2014,Honda,Dio,110,9,12000
991,"Rs. 1,60,000",Used,29/3/2016,77,Kathmandu,Standard,2013,Honda,CB Unicorn,149,56,23000
992,"Rs. 1,32,000",Used,28/3/2016,1307,Kathmandu,Scooter,2014,Honda,Dio,110,61,11000
993,"Rs. 4,20,000",Used,18/3/2016,595,Kathmandu,Sportsbike,2014,Honda,CBR 250R,250,64,10000
994,"Rs. 1,27,000",Used,12/3/2016,1768,Dharan,Scooter,2013,Honda,Dio,109,16,7900
995,"Rs. 1,25,000",Used,12/3/2016,726,Dharan,Scooter,2013,Honda,Dio,109,15,8000
996,"Rs. 3,19,000",Used,11/3/2016,399,Kathmandu,Sportsbike,2011,Honda,CBR 250R,250,49,24800
997,"Rs. 1,75,000",Used,8/3/2016,113,Kathmandu,Standard,2014,Honda,CB Trigger,150,61,130000
998,"Rs. 65,000",Used,19/2/2016,268,Kathmandu,Scooter,2011,Honda,Dio,102,36,36000
999,"Rs. 1,20,000",Used,11/2/2016,97,Kathmandu,Standard,2011,Honda,CB Shine,125,52,20000
1000,"Rs. 1,75,000",Used,9/2/2016,100,Kathmandu,Standard,2013,Honda,CB Unicorn,150,59,9000
1001,"Rs. 3,50,000",Used,7/2/2016,1259,Madhyapur Thimi,Sportsbike,2011,Honda,CBR 250R,250,4,18000
1002,"Rs. 6,00,000",Used,31/1/2016,638,Kathmandu,Off Road,2011,Honda,Tornado,250,46,17000
1003,"Rs. 5,00,000",New,25/1/2016,27144,Kathmandu,Standard,2016,Honda,MSX125,125,,
1004,"Rs. 2,25,000",Used,15/1/2016,756,Butwal,Standard,2015,Honda,CB Unicorn 160,160,23,3100
1005,"Rs. 1,61,000",Used,10/1/2016,91,Kathmandu,Scooter,2014,Honda,Dio,109,66,600
1006,"Rs. 1,90,000",Used,7/1/2016,162,Rampur,Standard,2013,Honda,CB Unicorn,160,19,23000
1007,"Rs. 2,80,000",Used,6/1/2016,177,Lalitpur,Off Road,1985,Honda,XL185,185,37,2000
1008,"Rs. 3,95,000",Used,13/1/2016,497,Kathmandu,Sportsbike,2015,Honda,CBR 250R,250,63,7000
1009,"Rs. 1,25,000",Used,4/1/2016,302,Kathmandu,Standard,2011,Honda,CB Unicorn,150,48,19000
1010,"Rs. 1,25,000",Used,2/1/2016,101,Kathmandu,Standard,2010,Honda,CB Unicorn,149,40,33000
1011,"Rs. 2,15,000",Used,1/1/2016,223,Kathmandu,Standard,2015,Honda,CB Trigger,149,70,3200
1012,"Rs. 3,20,000",Used,29/12/2015,341,Kathmandu,Sportsbike,2011,Honda,CBR 250R,250,50,14000
1013,"Rs. 1,55,000",Used,29/12/2015,126,Kathmandu,Standard,2013,Honda,CB Unicorn,149,59,16000
1014,"Rs. 4,00,000",Used,29/12/2015,350,Kathmandu,Sportsbike,2013,Honda,CBR 250R,250,56,20000
1015,"Rs. 1,30,000",Used,27/12/2015,128,Waling,Scooter,2013,Honda,Dio,110,8,4000
1016,"Rs. 79,999",Used,23/12/2015,528,Pokhara,Standard,2009,Honda,CB Twister,125,6,12900
1017,"Rs. 1,70,000",Used,21/12/2015,115,Kathmandu,Scooter,2015,Honda,Aviator,110,70,2000
1018,"Rs. 1,70,000",Used,21/12/2015,71,Kathmandu,Scooter,2015,Honda,Aviator,110,70,2000
1019,"Rs. 1,25,000",Used,19/12/2015,118,Waling,Standard,2012,Honda,CB Shine,125,7,13000
1020,"Rs. 1,50,000",Used,17/12/2015,64,Pokhara,Standard,2012,Honda,CB Unicorn,150,7,19500
1021,"Rs. 1,45,000",Used,16/12/2015,424,Kathmandu,Scooter,2014,Honda,Aviator,109,63,6000
1022,"Rs. 1,50,000",Used,2/12/2015,520,Kathmandu,Scooter,2015,Honda,Dio,109,65,4000
1023,"Rs. 1,55,000",Used,22/11/2015,832,Kathmandu,Scooter,2015,Honda,Dio,109,66,7700
1024,"Rs. 1,56,000",Used,21/11/2015,178,Kathmandu,Standard,2012,Honda,CB Unicorn,150,49,16000
1025,"Rs. 1,50,000",Used,16/11/2015,96,Kathmandu,Standard,2012,Honda,Shine,125,55,26000
1026,"Rs. 1,20,000",Used,8/11/2015,275,Kathmandu,Standard,2010,Honda,CB Unicorn,150,44,29000
1027,"Rs. 80,000",Used,7/11/2015,136,Kathmandu,Scooter,2009,Honda,Dio,102,34,35000
1028,"Rs. 84,000",Used,1/11/2015,374,Bhaktapur,Scooter,2009,Honda,Dio,102,42,16600
1029,"Rs. 2,90,000",Used,19/10/2015,214,Narayanghat,Off Road,2014,Honda,XR125L,125,62,12000
1030,"Rs. 1,50,000",Used,18/10/2015,531,Kathmandu,Scooter,2015,Honda,Aviator,110,67,4500
1031,"Rs. 1,40,000",Used,7/10/2015,327,,Scooter,2014,Honda,Dio,109,9,13000
1032,"Rs. 85,000",Used,4/10/2015,66,Lalitpur,Standard,2005,Honda,Unicorn,149,20,89000
1033,"Rs. 1,60,000",Used,25/9/2015,452,Kathmandu,Standard,2014,Honda,CB Trigger,150,62,8200
1034,"Rs. 85,000",Used,23/9/2015,296,Kathmandu,Standard,2009,Honda,Unicorn,150,33,44500
1035,"Rs. 90,000",Used,16/9/2015,467,Kathmandu,Standard,2011,Honda,CB Unicorn 160,150,33,23000
1036,"Rs. 47,500",Used,20/9/2015,121,Kathmandu,Standard,2008,Honda,Unicorn,150,19,52000
1037,"Rs. 1,85,000",Used,14/9/2015,232,Kathmandu,Standard,2015,Honda,CB Trigger,150,64,14000
1038,"Rs. 1,40,000",Used,12/9/2015,298,Lalitpur,Standard,2012,Honda,CB Shine,125,53,15497
1039,"Rs. 1,45,000",Used,4/9/2015,97,Kathmandu,Scooter,2014,Honda,Dio,109,65,11000
1040,"Rs. 1,65,000",Used,2/9/2015,99,Kathmandu,Standard,2012,Honda,CB Unicorn,150,57,11520
1041,"Rs. 4,45,000",Used,4/9/2015,486,Kathmandu,Sportsbike,2013,Honda,CBR 250R,250,55,8000
1042,"Rs. 82,000",Used,28/8/2015,711,Kathmandu,Scooter,2011,Honda,Dio,110,47,15000
1043,"Rs. 1,40,000",Used,27/8/2015,154,Kathmandu,Standard,2014,Honda,CB Shine,125,58,13500
1044,"Rs. 90,000",Used,6/9/2015,216,,Standard,2009,Honda,Unicorn,150,35,44000
1045,"Rs. 35,000",Used,17/8/2015,589,Lalitpur,Scooter,2007,Honda,Activa,110,1415,8000
1046,"Rs. 1,49,000",Used,17/8/2015,568,Kathmandu,Standard,2013,Honda,CB Shine,125,55,8860
1047,"Rs. 1,40,000",Used,3/8/2016,265,Kathmandu,Standard,2010,Honda,Unicorn,149,46,12342
1048,"Rs. 15,000",Used,15/8/2015,422,Rajbiraj,Standard,2015,Honda,Shine,125,5,10590
1049,"Rs. 80,000",Used,12/8/2015,533,Kathmandu,Scooter,2009,Honda,Dio,100,35,18000
1050,"Rs. 1,90,000",Used,8/8/2015,96,Kathmandu,Standard,2013,Honda,CB Unicorn,150,60,90000
1051,"Rs. 3,60,000",Used,7/8/2015,657,Kathmandu,Sportsbike,2012,Honda,CBR 250,250,54,25000
1052,"Rs. 95,000",Used,3/8/2015,681,Kathmandu,Scooter,2012,Honda,Dio,109,50,11500
1053,"Rs. 1,60,000",Used,12/8/2015,260,Kathmandu,Scooter,2015,Honda,Aviator,109,66,6100
1054,"Rs. 1,15,000",Used,2/8/2015,2816,Kathmandu,Scooter,2012,Honda,Dio,100,51,16000
1055,"Rs. 1,30,000",Used,1/8/2015,389,Kathmandu,Standard,2012,Honda,Dream Yuga,110,65,7000
1056,"Rs. 1,30,000",Used,1/8/2015,67,Kathmandu,Standard,2012,Honda,Dream Yuga,110,65,7000
1057,"Rs. 2,41,900",New,4/9/2015,30431,Kathmandu,Standard,2015,Honda,CB Unicorn 160,163,,
1058,"Rs. 22,00,000",New,30/7/2015,13092,Kathmandu,Sportsbike,2015,Honda,CBR600RR,599,,
1059,"Rs. 25,00,000",New,30/7/2015,6598,Kathmandu,Cruiser,2015,Honda,CB1100,1140,,
1060,"Rs. 1,05,000",Used,30/7/2015,79,Kathmandu,Standard,2009,Honda,Unicorn,150,30,25400
1061,"Rs. 90,000",Used,29/7/2015,1166,Damak,Standard,2013,Honda,CBF Stunner,125,48,22000
1062,"Rs. 1,60,000",Used,27/7/2015,1962,Kathmandu,Scooter,2015,Honda,Dio,109,67,1250
1063,"Rs. 1,00,000",Used,24/7/2015,154,Bhaktapur,Standard,2012,Honda,CB Twister,110,43,3000
1064,"Rs. 1,05,000",Used,22/7/2015,266,Kathmandu,Scooter,2013,Honda,Activa,109,55,21000
1065,"Rs. 1,05,000",Used,21/7/2015,271,Kathmandu,Scooter,2013,Honda,Aviator,109,55,21000
1066,"Rs. 85,000",Used,22/7/2015,419,Kathmandu,Scooter,2011,Honda,Dio,102,44,20000
1067,"Rs. 1,05,000",Used,17/7/2015,98,Kathmandu,Standard,2007,Honda,Unicorn,150,50,20000
1068,"Rs. 1,80,900",Used,16/7/2015,139,Bhaktapur,Scooter,2015,Honda,Aviator,109,69,
1069,"Rs. 1,15,000",Used,15/7/2015,83,Kathmandu,Standard,2009,Honda,Unicorn,150,38,25400
1070,"Rs. 3,50,000",Used,13/7/2015,788,Kathmandu,Sportsbike,2011,Honda,CBR 250R,250,68,15200
1071,"Rs. 83,000",Used,13/7/2015,1047,Kathmandu,Scooter,2010,Honda,Aviator,109,45,20000
1072,"Rs. 1,70,000",Used,12/7/2015,67,Bhaktapur,Standard,2012,Honda,Unicorn,150,54,17500
1073,"Rs. 3,80,000",Used,10/7/2015,1706,Kathmandu,Other,1999,Honda,Other,250,9,
1074,"Rs. 3,10,000",Used,12/7/2015,539,Kathmandu,Sportsbike,,Honda,CBR 250,250,48,15000
1075,"Rs. 90,000",Used,9/7/2015,117,Kathmandu,Standard,2010,Honda,Shine,125,39,40000
1076,"Rs. 78,000",Used,9/7/2015,578,Kathmandu,Standard,2015,Honda,CBF Stunner,125,43,29300
1077,"Rs. 90,000",Used,5/7/2015,603,Bhaktapur,Scooter,2011,Honda,Dio,109,46,9600
1078,"Rs. 1,45,000",Used,3/7/2015,190,Lalitpur,Standard,2011,Honda,CB Unicorn,150,47,27000
1079,"Rs. 1,70,000",Used,3/7/2015,858,Kathmandu,Scooter,2015,Honda,Dio,109,67,3748
1080,"Rs. 83,000",Used,2/7/2015,171,Kathmandu,Scooter,2010,Honda,Aviator,109,45,20000
1081,"Rs. 1,12,000",Used,2/7/2015,500,Kathmandu,Scooter,2012,Honda,Aviator,109,51,23300
1082,"Rs. 1,25,000",Used,1/7/2015,742,Kathmandu,Scooter,2013,Honda,Dio,109,56,14000
1083,"Rs. 1,40,000",Used,30/6/2015,259,Biratnagar,Scooter,2014,Honda,Aviator,109,17,10000
1084,"Rs. 95,000",Used,29/6/2015,578,Kathmandu,Scooter,2012,Honda,Dio,102,50,
1085,"Rs. 90,000",Used,29/6/2015,302,Kathmandu,Scooter,2011,Honda,Dio,102,49,
1086,"Rs. 1,60,000",Used,28/6/2015,492,Kathmandu,Scooter,2014,Honda,Aviator,109,65,5000
1087,"Rs. 1,60,000",Used,26/6/2015,470,Kathmandu,Standard,2014,Honda,CB Shine,125,62,9500
1088,"Rs. 3,52,500",Used,25/6/2015,838,Lalitpur,Off Road,2014,Honda,XR125L,125,62,5143
1089,"Rs. 1,35,000",Used,24/6/2015,2454,Kathmandu,Scooter,2014,Honda,Dio,109,62,
1090,"Rs. 95,000",Used,24/6/2015,53,Kathmandu,Standard,2008,Honda,CBF Stunner,125,31,
1091,"Rs. 1,00,000",Used,24/6/2015,81,Kathmandu,Scooter,2011,Honda,Dio,100,40,36000
1092,"Rs. 1,50,000",Used,23/6/2015,158,Kathmandu,Other,,Honda,Other,110,2,
1093,"Rs. 1,35,000",Used,21/6/2015,106,Kathmandu,Standard,2013,Honda,CBF Stunner,125,57,27000
1094,"Rs. 5,60,000",Used,21/6/2015,1952,Kathmandu,Off Road,2011,Honda,Tornado,250,46,35000
1095,"Rs. 64,000",Used,18/6/2015,226,Kathmandu,Standard,2007,Honda,Unicorn,150,25,
1096,"Rs. 99,999",Used,18/6/2015,1412,Kathmandu,Other,1984,Honda,Other,125,2,45000
1097,"Rs. 5,20,000",Used,16/6/2015,2975,Kathmandu,Sportsbike,2015,Honda,CBR 250R,250,62,2520
1098,"Rs. 1,35,000",Used,16/6/2015,170,Kathmandu,Scooter,2013,Honda,Aviator,109,58,6000
1099,"Rs. 1,17,000",Used,12/6/2015,514,Lalitpur,Scooter,2012,Honda,Dio,109,52,25500
1100,"Rs. 45,000",Used,11/6/2015,486,Kathmandu,Scooter,2008,Honda,Dio,109,28,
