,price,Condition ,Date ,Views ,City,Motorbike Type ,Make Year,Make,Model,Engine size (cc),Colour,Lot No.,Kilometers,Warranty
206,"Rs. 2,25,000",Used,10/1/2016,218,Madhyapur Thimi,Standard,2014,Bajaj,Pulsar 220F,220,black and white,62,26000,no
207,"Rs. 2,40,000",Used,10/1/2016,142,Madhyapur Thimi,Standard,2014,Bajaj,Pulsar 220F,220,black and white,9824,26000,no
208,"Rs. 1,90,000",Used,9/1/2016,332,Waling,Standard,2014,Bajaj,Pulsar 180,180,Blue black,18,16900,No
209,"Rs. 2,40,000",Used,9/1/2016,66,Gatthaghar,Standard,2014,Bajaj,Pulsar 220F,1,black and white,62,26000,no
210,"Rs. 1,80,000",Used,8/1/2016,1492,Butwal,Standard,2015,Bajaj,Pulsar 150,150,red black,9140,7500,6 free servicing
211,"Rs. 1,70,000",Used,10/1/2016,583,Kathmandu,Sportsbike,2012,Bajaj,Pulsar 200NS,200,yallow,53,16500,
212,"Rs. 3,50,000",Used,6/1/2016,3173,Kathmandu,Sportsbike,2016,Bajaj,Pulsar RS200,200,red,70,6000,company and full insurance
213,"Rs. 2,30,000",Used,6/1/2016,1687,Bharatpur,Sportsbike,2015,Bajaj,Pulsar AS150,150,Red Black,37,1900,Company
214,"Rs. 2,55,000",Used,2/1/2016,358,Butwal,Standard,2015,Bajaj,Pulsar 220F,220,red,22,1800,
215,"Rs. 2,55,000",Used,2/1/2016,44,Butwal,Standard,2015,Bajaj,Pulsar 220F,220,red,22,1800,
216,"Rs. 1,20,000",Used,2/1/2016,151,Kathmandu,Standard,2011,Bajaj,Pulsar 150,150,Red,12,15000,
217,"Rs. 2,20,000",Used,2/1/2016,687,Lalitpur,Standard,2015,Bajaj,Pulsar 220F,220,Red and Black,62,6565,
218,"Rs. 95,000",Used,24/12/2015,160,Kathmandu,Cruiser,2009,Bajaj,Avenger,200,black,71,25000,
219,"Rs. 1,75,000",Used,23/12/2015,105,Pokhara,Standard,2012,Bajaj,Pulsar 180,180,Red,9,15000,
220,"Rs. 2,60,000",Used,22/12/2015,79,Kathmandu,Standard,2015,Bajaj,Pulsar 220F,220,Black red,69,2851,1 yrs
221,"Rs. 90,000",Used,19/12/2015,73,Waling,Cruiser,2007,Bajaj,Avenger,180,Black,4,28000,
222,"Rs. 1,65,000",Used,19/12/2015,79,Waling,Standard,2013,Bajaj,Pulsar 150,180,Red black,8,14500,No
223,"Rs. 2,45,000",Used,17/12/2015,64,Madhyapur Thimi,Standard,2015,Bajaj,Pulsar 220F,220,black and white,68,10000,no
224,"Rs. 1,20,000",Used,2/6/2018,1119,Dharan,Standard,1990,Bajaj,Other,150,blue,1,20000,
225,"Rs. 2,35,000",Used,2/12/2015,316,Bharatpur,Standard,2015,Bajaj,Pulsar 220F,220,Black Blue,34,9200,Nepal
226,"Rs. 2,15,000",Used,26/11/2015,73,Kathmandu,Sportsbike,2012,Bajaj,Pulsar 200NS,200,blue,58,20000,chaina
227,"Rs. 1,40,000",Used,24/11/2015,116,Kathmandu,Standard,2012,Bajaj,Pulsar 150,150,Blue,52,28000,
228,"Rs. 2,30,000",Used,4/3/2016,244,Koholpur,Standard,2015,Bajaj,Pulsar 220F,220,"Black, Blue",5,4500,Yes
229,"Rs. 95,000",Used,17/11/2015,73,Butwal,Standard,2008,Bajaj,Discover 135,135,blue,5,41000,
230,"Rs. 2,30,000",Used,16/11/2015,1254,Butwal,Standard,2014,Bajaj,Pulsar 220F,220,"red,black",20,18000,
231,"Rs. 80,000",Used,7/11/2015,450,Kathmandu,Standard,2007,Bajaj,Pulsar 150,150,Blue,25,50000,
232,"Rs. 95,000",Used,3/11/2015,774,Bardaghat,Standard,2012,Bajaj,Pulsar 150,150,Blue,9,48000,
233,"Rs. 1,60,000",Used,2/11/2015,290,Lalitpur,Cruiser,2011,Bajaj,Avenger,220,black,50,20000,
234,"Rs. 1,34,999",Used,7/1/2016,9689,Damak,Standard,2011,Bajaj,Pulsar 150,150,Red Black,7,17000,
235,"Rs. 2,00,000",Used,27/10/2015,1060,Dharan,Standard,2015,Bajaj,Pulsar 150,1500,red black,20,1200,17months
236,"Rs. 1,20,000",Used,23/10/2015,71,Banepa,Standard,2010,Bajaj,Pulsar 150,150,Black,45,43500,Test drive
237,"Rs. 2,40,000",Used,18/10/2015,563,Kathmandu,Standard,2015,Bajaj,Pulsar 220F,220,red & black,67,3700,yes
238,"Rs. 1,91,000",Used,14/10/2015,2600,Dharan,Standard,2014,Bajaj,Pulsar 150,150,red black,19,9000,1year
239,"Rs. 1,50,000",Used,13/10/2015,460,Urlabari,Standard,2012,Bajaj,Pulsar 150,150,Red,7,30000,
240,"Rs. 1,60,000",Used,11/10/2015,407,Nepalgunj,Sportsbike,2013,Bajaj,Pulsar 200NS,200,yellow,4,69000,no
241,"Rs. 1,40,000",Used,9/10/2015,866,Hetauda,Standard,2013,Bajaj,Pulsar 150,150,Black,27,17000,
242,"Rs. 2,50,000",Used,9/10/2015,379,Kathmandu,Standard,2015,Bajaj,Pulsar 220F,220,red & black graphics,67,3700,yes
243,"Rs. 1,10,000",Used,7/10/2015,1115,Pokhara,Standard,2009,Bajaj,Pulsar 180,180,Gray,4,45,no
244,"Rs. 2,25,000",Used,7/10/2015,229,Kathmandu,Cruiser,2015,Bajaj,Avenger,220,Blue,22,1900,Two year
245,"Rs. 2,25,000",Used,5/10/2015,139,Butwal,Cruiser,2015,Bajaj,Avenger,220,Blue,15,1900,Two year
246,"Rs. 90,000",Used,4/10/2015,150,Pathari,Standard,2010,Bajaj,Other,135,blue,6,39500,
247,"Rs. 1,55,000",Used,7/10/2015,2406,Dharan,Cruiser,2012,Bajaj,Avenger,220,Blue,13,13500,
248,"Rs. 1,10,000",Used,1/10/2015,168,Kusma,Standard,2013,Bajaj,Pulsar 180,180,red,54,14000,
249,"Rs. 2,85,000",Used,30/9/2015,303,Kathmandu,Standard,2015,Bajaj,Pulsar AS200,200,blue,70,200,2 years
250,"Rs. 1,70,000",Used,29/9/2015,2649,Pokhara,Standard,2013,Bajaj,Pulsar 180,180,Red,9,14300,
251,"Rs. 1,25,000",Used,26/9/2015,383,Butwal,Standard,2011,Bajaj,Pulsar 150,150,black,11,48300,
252,"Rs. 1,65,000",Used,25/9/2015,752,Kathmandu,Sportsbike,2012,Bajaj,Pulsar 200NS,200,Red,53,27000,
253,"Rs. 2,60,000",Used,15/11/2015,602,Kathmandu,Sportsbike,2015,Bajaj,Pulsar 200NS,200,black n blue,67,6500,5 years
254,"Rs. 1,50,000",Used,24/9/2015,112,Lalitpur,Standard,2011,Bajaj,Pulsar 180,180,Blue,49,9590,
255,"Rs. 1,65,000",Used,24/9/2015,193,Biratnagar,Standard,2014,Bajaj,Pulsar 180,180,blue,16,17000,as per distributer
256,"Rs. 1,80,000",Used,23/9/2015,87,Kathmandu,Standard,2014,Bajaj,Pulsar 150,150,red,57,14000,2yrs
257,"Rs. 1,34,000",Used,21/9/2015,483,Kathmandu,Standard,2015,Bajaj,Pulsar 150,150,blue\black,48,28000,no
258,"Rs. 1,33,000",Used,17/9/2015,206,Lalitpur,Standard,2011,Bajaj,Pulsar 150,150,blue and black,48,28000,NO
259,"Rs. 1,33,000",Used,17/9/2015,157,Kathmandu,Standard,2011,Bajaj,Pulsar 150,150,blue and black,48,28000,NO
260,"Rs. 1,30,000",Used,16/9/2015,211,Lekhnath,Cruiser,2006,Bajaj,Avenger,200,black,3,290000,no
261,"Rs. 13,000",Used,16/9/2015,1039,Pokhara,Cruiser,2006,Bajaj,Avenger,200,black,3,250000,
262,"Rs. 12,000",Used,16/9/2015,170,Pokhara,Cruiser,2006,Bajaj,Avenger,200,black,3,250000,
263,"Rs. 1,50,000",Used,15/9/2015,346,Pokhara,Standard,2010,Bajaj,Pulsar 220,220,Black,5,22590,
264,"Rs. 1,60,000",Used,13/9/2015,711,Biratnagar,Sportsbike,2012,Bajaj,Pulsar 200NS,200,Yellow,13,14000,
265,"Rs. 1,10,000",Used,22/12/2015,313,Kathmandu,Standard,2010,Bajaj,Pulsar 150,150,Black,41,34000,
266,"Rs. 1,65,000",Used,8/9/2015,215,Kathmandu,Cruiser,2010,Bajaj,Avenger,220,BLUE,45,8000,
267,"Rs. 1,60,000",Used,6/9/2015,827,Butwal,Cruiser,2011,Bajaj,Avenger,220,Red,10,40000,
268,"Rs. 1,42,900",New,3/9/2015,8239,Kathmandu,Standard,2015,Bajaj,Platina 100 ES,102,,,,
269,"Rs. 2,49,900",New,3/9/2015,29671,Kathmandu,Sportsbike,2015,Bajaj,Pulsar AS150,150,,,,
270,"Rs. 2,84,900",New,3/9/2015,16991,Kathmandu,Standard,2015,Bajaj,Pulsar AS200,200,,,,
271,"Rs. 1,90,000",Used,2/9/2015,106,Kathmandu,Cruiser,2013,Bajaj,Avenger,220,RED,57,16000,
272,"Rs. 1,85,000",Used,9/9/2015,818,Kathmandu,Sportsbike,2012,Bajaj,Pulsar 200NS,200,blue,54,23000,
273,"Rs. 60,000",Used,30/8/2015,1372,Kathmandu,Standard,2008,Bajaj,Pulsar 150,150,Black,27,20000,
274,"Rs. 3,95,999",Used,30/8/2015,352,Kathmandu,Sportsbike,2015,Bajaj,Pulsar RS200,200,Red,70,10,
275,"Rs. 80,000",Used,26/8/2015,236,Kathmandu,Standard,2008,Bajaj,Pulsar 200,200,red,27,32000,
276,"Rs. 45,000",Used,25/8/2015,565,Lalitpur,Standard,2015,Bajaj,Pulsar 150,150,Blue,14,52000,
277,"Rs. 1,15,000",Used,23/8/2015,920,,Standard,2011,Bajaj,Pulsar 150,150,Blue,11,26000,
278,"Rs. 1,85,000",Used,13/8/2015,689,Butwal,Standard,2014,Bajaj,Pulsar 150,150,Blue and black,19,3300,Yes
279,"Rs. 1,20,000",Used,12/8/2015,1193,Kathmandu,Standard,2012,Bajaj,Pulsar 180,180,blue n black,49,14000,no
280,"Rs. 1,44,000",Used,12/8/2015,888,Kathmandu,Standard,2012,Bajaj,Pulsar 150,150,blue n black maa,53,30000,no
281,"Rs. 1,35,000",Used,12/8/2015,492,Kathmandu,Standard,2011,Bajaj,Pulsar 150,150,Red,51,25500,
282,"Rs. 2,25,000",Used,12/8/2015,151,Kathmandu,Cruiser,2014,Bajaj,Avenger,220,Black,64,7000,
283,"Rs. 1,75,000",Used,10/8/2015,256,Kathmandu,Cruiser,2011,Bajaj,Avenger,220,black,50,20000,
284,"Rs. 1,75,000",Used,9/8/2015,247,Madhyapur Thimi,Standard,2013,Bajaj,Pulsar 150,150,nilo,60,18000,1
285,"Rs. 1,70,000",Used,16/7/2017,170,Kathmandu,Cruiser,2014,Bajaj,Avenger,220,blue,59,18000,no
286,"Rs. 1,75,000",Used,7/8/2015,91,Madhyapur Thimi,Standard,2013,Bajaj,Pulsar 150,150,nilo,60,18000,
287,"Rs. 95,000",Used,6/8/2015,625,Kathmandu,Standard,2009,Bajaj,Pulsar 180,180,Silver white,37,44000,
288,Contact Seller,Used,3/8/2015,347,Kathmandu,Sportsbike,2015,Bajaj,Pulsar 200NS,200,bkack,6060,1500,2 yrs
289,"Rs. 2,00,000",Used,2/8/2015,128,Lalitpur,Standard,2011,Bajaj,Pulsar 220,220,red/black,66,6500,1.5 yrs
290,"Rs. 3,99,900",New,29/7/2015,55905,Kathmandu,Sportsbike,2015,Bajaj,Pulsar RS200,200,,,,
291,"Rs. 2,50,000",Used,28/7/2015,287,Kathmandu,Standard,2015,Bajaj,Pulsar 220F,220,BLACK/BLUE,68,4500,
292,"Rs. 75,000",Used,26/7/2015,941,Kathmandu,Standard,2015,Bajaj,Pulsar 180,180,BLUE,29,,
293,"Rs. 90,000",Used,23/7/2015,914,Kathmandu,Standard,2010,Bajaj,Pulsar 200,200,black,58,27000,no
294,"Rs. 2,00,000",Used,25/7/2015,1119,Dharan,Standard,2014,Bajaj,Pulsar 220F,220,red,16,10000,
295,"Rs. 1,50,000",Used,21/7/2015,89,Kathmandu,Standard,2010,Bajaj,Pulsar 180,180,red,43,19000,yes in vally only
296,"Rs. 85,000",Used,21/7/2015,167,Khaireni-4,Standard,2009,Bajaj,Pulsar 150,150,Blue,13,60000,
297,"Rs. 80,000",Used,22/7/2015,480,Lalitpur,Standard,2008,Bajaj,Discover 135,135,Black,29,40000,
298,"Rs. 2,15,000",Used,16/7/2015,290,Kathmandu,Standard,2014,Bajaj,Pulsar 220F,220,RED/BLACK,62,35000,
299,"Rs. 1,75,000",Used,15/7/2015,400,Kathmandu,Standard,2012,Bajaj,Pulsar 220,220,BLUE,51,35000,
300,"Rs. 1,25,000",Used,15/7/2015,200,Kathmandu,Standard,2011,Bajaj,Pulsar 220,220,blue,40,50000,no
301,"Rs. 1,60,000",Used,14/7/2015,1316,Kathmandu,Sportsbike,2012,Bajaj,Pulsar 200NS,200,red,53,24000,no
302,"Rs. 2,10,000",Used,13/7/2015,745,Kathmandu,Standard,2013,Bajaj,Pulsar 220F,220,red &black,60,8000,2 yrs
303,"Rs. 1,65,000",Used,13/7/2015,251,Kathmandu,Standard,2013,Bajaj,Pulsar 220F,220,Blue,55,28000,
304,"Rs. 1,75,000",Used,13/7/2015,1353,,Sportsbike,2012,Bajaj,Pulsar 200NS,200,Red,22,15000,
305,"Rs. 2,35,000",Used,12/7/2015,107,Kathmandu,Standard,2014,Bajaj,Pulsar 220F,220,Black,64,5700,
306,"Rs. 1,80,000",Used,12/7/2015,935,Kathmandu,Sportsbike,2012,Bajaj,Pulsar 200NS,200,Red,53,,
307,"Rs. 1,85,000",Used,10/7/2015,662,Kathmandu,Standard,2013,Bajaj,Pulsar 220,220,BLUE/ BLACK,56,18000,
308,"Rs. 87,000",Used,10/7/2015,222,Kathmandu,Standard,2009,Bajaj,Discover 135,135,SILVER,37,,
309,"Rs. 1,75,000",Used,10/7/2015,200,Kathmandu,Cruiser,2006,Bajaj,Avenger,180,Black,24,9900,
310,"Rs. 1,90,000",Used,7/7/2015,149,Kathmandu,Standard,2014,Bajaj,Pulsar 150,150,Blue,64,6000,
311,"Rs. 1,60,000",Used,5/7/2015,742,Kathmandu,Standard,2011,Bajaj,Pulsar 220,220,Red,48,35000,
312,"Rs. 2,55,000",Used,4/7/2015,319,Gatthaghar,Standard,2014,Bajaj,Pulsar 220F,220,Blue,67,4500,2 years
313,"Rs. 1,70,000",Used,3/7/2015,661,Lalitpur,Standard,2012,Bajaj,Pulsar 220F,220,Red,52,33000,
314,"Rs. 2,25,000",Used,2/7/2015,3115,Butwal,Sportsbike,2014,Bajaj,Pulsar 200NS,200,Black & red,17,11200,1 year
315,"Rs. 1,45,000",Used,3/7/2015,507,Kathmandu,Standard,2011,Bajaj,Pulsar 220F,220,Silver,46,38000,
316,"Rs. 2,20,000",Used,1/7/2015,233,Lalitpur,Standard,2014,Bajaj,Pulsar 220,220,Blue,64,10000,
317,"Rs. 77,000",Used,2/7/2015,840,Kathmandu,Standard,2009,Bajaj,Pulsar 200,200,Blue,33,39444,
318,"Rs. 2,05,000",Used,1/7/2015,370,Kathmandu,Standard,2015,Bajaj,Pulsar 150,150,Red,66,2000,
319,"Rs. 95,000",Used,1/7/2015,636,Kathmandu,Cruiser,2009,Bajaj,Avenger,200,Blue,38,16000,
320,"Rs. 1,50,000",Used,29/6/2015,137,Kathmandu,Standard,2012,Bajaj,Pulsar 150,150,Blue,51,16000,
321,"Rs. 2,25,000",Used,2/7/2015,397,Kathmandu,Standard,2014,Bajaj,Pulsar 220F,220,Blue,60,8900,
322,"Rs. 1,95,000",Used,29/6/2015,808,Tamghas,Standard,2014,Bajaj,Pulsar 150,150,Black and blue,,2500,
323,"Rs. 2,45,000",Used,28/6/2015,107,Kathmandu,Cruiser,2014,Bajaj,Avenger,220,Blue,64,4300,
324,"Rs. 2,43,000",Used,28/6/2015,136,Lalitpur,Sportsbike,2014,Bajaj,Pulsar 200NS,200,Blue,60,6100,
325,"Rs. 1,10,000",Used,29/6/2015,1429,Lalitpur,Standard,2007,Bajaj,Pulsar 220F,220,Black,26,40000,
326,"Rs. 1,00,000",Used,26/6/2015,722,,Standard,2008,Bajaj,Pulsar 200,200,Blue,4,14000,
327,"Rs. 95,000",Used,26/6/2015,113,Kathmandu,Standard,,Bajaj,Pulsar 150,150,Black,30,35000,
328,"Rs. 1,85,000",Used,25/6/2015,242,Kathmandu,Sportsbike,2013,Bajaj,Pulsar 200NS,200,Red,55,14000,
329,"Rs. 1,15,000",Used,24/6/2015,120,Kathmandu,Standard,2011,Bajaj,Pulsar 180,180,red,35,24000,no
330,"Rs. 1,70,000",Used,24/6/2015,905,Kathmandu,Cruiser,2011,Bajaj,Avenger,220,Blue,49,28000,
331,"Rs. 1,95,000",Used,23/6/2015,335,Kathmandu,Standard,2013,Bajaj,Pulsar 220F,220,Plasma Blue,58,29000,No
332,"Rs. 1,95,000",Used,23/6/2015,65,Kathmandu,Standard,2013,Bajaj,Pulsar 220F,220,Plasma Blue,58,29000,No
333,"Rs. 1,55,000",Used,21/6/2015,605,Kathmandu,Cruiser,2011,Bajaj,Avenger,220,Blue,47,16000,
334,"Rs. 1,35,000",Used,20/6/2015,403,Lalitpur,Standard,2011,Bajaj,Pulsar 150,150,Silver,45,20000,
335,"Rs. 85,000",Used,19/6/2015,213,Kathmandu,Standard,2009,Bajaj,Discover 135,135,Silver,34,22000,
336,"Rs. 1,40,000",Used,18/6/2015,127,Kathmandu,Standard,2012,Bajaj,Pulsar 180,180,Red,51,30000,
337,"Rs. 1,70,000",Used,17/6/2015,253,Kathmandu,Sportsbike,2013,Bajaj,Pulsar 200NS,200,Yellow,53,11000,
338,"Rs. 95,000",Used,18/6/2015,1158,Lalitpur,Standard,2009,Bajaj,Pulsar 180,180,Blue,39,41000,
339,"Rs. 1,70,000",Used,15/6/2015,173,Bhaktapur,Standard,2015,Bajaj,Pulsar 220,220,black,52,19000,
340,"Rs. 2,32,000",Used,12/6/2015,575,Kathmandu,Sportsbike,2014,Bajaj,Pulsar 200NS,200,Blue & Black,63,8000,
341,"Rs. 1,82,000",Used,11/6/2015,950,Lalitpur,Standard,2012,Bajaj,Pulsar 220F,220,Red,56,21000,
342,"Rs. 2,00,000",Used,11/6/2015,721,Kathmandu,Sportsbike,2013,Bajaj,Pulsar 200NS,200,Blue,53,24000,
343,"Rs. 40,000",Used,9/6/2015,288,Bhaktapur,Standard,1980,Bajaj,Pulsar 150,150,black,23,48000,
344,"Rs. 98,457",Used,8/6/2015,302,Kathmandu,Standard,2015,Bajaj,Pulsar 200,200,black,33,60000,2days trail run warrenty from me. 6 months engine warranty left from mechanic.
345,"Rs. 1,23,000",Used,8/6/2015,410,Kathmandu,Standard,2010,Bajaj,Pulsar 220S,220,Blue,42,55000,
346,"Rs. 2,50,000",Used,8/6/2015,161,Kathmandu,Standard,2014,Bajaj,Pulsar 220F,220,Red,66,,
347,"Rs. 1,75,000",Used,5/6/2015,1839,Kathmandu,Standard,2011,Bajaj,Pulsar 220,220,RED,48,,
348,"Rs. 2,30,000",Used,7/6/2015,276,Kathmandu,Standard,2014,Bajaj,Pulsar 220F,220,Blue,63,13000,
349,"Rs. 2,24,900",Used,3/6/2015,248,Kathmandu,Standard,2015,Bajaj,Pulsar 150,150,BLACK/BLUE,67,,
350,"Rs. 2,50,000",Used,3/6/2015,398,Kathmandu,Standard,2014,Bajaj,Pulsar 220F,220,Black,66,4000,
351,"Rs. 2,60,000",Used,1/6/2015,90,Kathmandu,Sportsbike,2014,Bajaj,Pulsar 200NS,200,Black,63,2000,
352,"Rs. 1,70,000",Used,1/6/2015,1675,Kathmandu,Standard,2012,Bajaj,Pulsar 180,180,Red,23,20000,
353,Contact Seller,Used,30/5/2015,854,Pokhara,Standard,2011,Bajaj,Pulsar 150,150,Red,6,23535,
354,"Rs. 1,95,000",Used,3/7/2015,299,Kathmandu,Standard,2013,Bajaj,Pulsar 220,220,BLUE,59,13000,
355,"Rs. 2,55,000",Used,27/5/2015,549,Kathmandu,Standard,2015,Bajaj,Pulsar 220,220,BLACK/BLUE,67,2500,
356,"Rs. 55,000",Used,27/5/2015,1170,Kathmandu,Cruiser,,Bajaj,Avenger,200,Black,57,,
357,"Rs. 55,000",Used,27/5/2015,195,Kathmandu,Standard,,Bajaj,Pulsar 150,150,Red,24,27000,
358,"Rs. 1,20,000",Used,26/5/2015,62,Kathmandu,Standard,2008,Bajaj,Pulsar 200,200,Black,29,38000,
359,"Rs. 90,000",Used,26/5/2015,156,Kathmandu,Cruiser,2011,Bajaj,Avenger,200,Black,38,20000,
360,"Rs. 1,30,000",Used,26/5/2015,245,Kathmandu,Standard,2012,Bajaj,Pulsar 220F,220,Red,47,40000,
361,"Rs. 1,05,000",Used,26/5/2015,392,Kathmandu,Cruiser,2010,Bajaj,Avenger,200,Black,33,26000,
362,"Rs. 2,00,000",Used,24/5/2015,609,Kathmandu,Sportsbike,2013,Bajaj,Pulsar 200NS,200,Red,58,14000,
363,"Rs. 1,60,000",Used,24/5/2015,83,Kathmandu,Standard,2013,Bajaj,Pulsar 220F,220,Blue,51,38000,
364,"Rs. 55,000",Used,23/5/2015,352,Kathmandu,Standard,2007,Bajaj,Pulsar 150,150,Red,24,29700,
365,"Rs. 1,00,000",Used,24/5/2015,278,Kathmandu,Standard,2009,Bajaj,Pulsar 200,200,Blue,5,50000,
366,"Rs. 97,000",Used,22/5/2015,519,Lalitpur,Standard,2009,Bajaj,Pulsar 220F,220,Silver,29,34000,
367,"Rs. 1,30,000",Used,20/5/2015,205,Kathmandu,Standard,2013,Bajaj,Pulsar 150,150,Black,55,,
368,"Rs. 1,20,000",Used,20/5/2015,334,Kathmandu,Standard,2010,Bajaj,Pulsar 150,150,blue,41,36000,
369,"Rs. 95,000",Used,19/5/2015,425,Kathmandu,Standard,2012,Bajaj,Pulsar 150,150,black,33,31000,
370,"Rs. 1,30,000",Used,19/5/2015,201,Kathmandu,Standard,2011,Bajaj,Pulsar 220F,220,Black,43,41000,
371,"Rs. 1,60,000",Used,20/5/2015,481,Kathmandu,Standard,2012,Bajaj,Pulsar 220,220,Silver,46,38000,
372,"Rs. 1,90,000",Used,18/5/2015,682,Kathmandu,Sportsbike,2013,Bajaj,Pulsar 200NS,200,Blue,55,23000,
373,"Rs. 1,60,000",Used,19/5/2015,448,Kathmandu,Standard,2010,Bajaj,Pulsar 220,220,Black,40,26500,
374,"Rs. 1,20,000",Used,17/5/2015,169,Kathmandu,Standard,2012,Bajaj,Pulsar 150,150,Blue,41,,
375,"Rs. 1,70,000",Used,15/5/2015,143,Bhaktapur,Sportsbike,2012,Bajaj,Pulsar 200NS,200,Blue,53,20000,
376,"Rs. 1,70,000",Used,14/5/2015,247,Kathmandu,Standard,2014,Bajaj,Discover 125 ST,125,Blue,65,2100,
377,"Rs. 1,40,000",Used,11/5/2015,184,Birgunj,Standard,2013,Bajaj,Discover 125 ST,125,blue,24,24000,
378,"Rs. 2,07,900",Used,12/5/2015,1228,Lalitpur,Standard,2014,Bajaj,Pulsar 220F,220,red,60,6634,
379,"Rs. 1,97,900",Used,11/5/2015,1738,Lalitpur,Standard,2014,Bajaj,Pulsar 220F,220,Blue,60,1500,
380,"Rs. 80,000",Used,11/5/2015,575,Pokhara,Standard,2008,Bajaj,Pulsar 200,200,Blue,4,,
381,"Rs. 5,06,000",Used,10/5/2015,326,Kathmandu,Standard,2015,Bajaj,Pulsar 220F,350,red,68,900000,life
382,"Rs. 1,05,000",Used,10/5/2015,126,Kathmandu,Standard,2010,Bajaj,Pulsar 150,150,Blue,43,35000,
383,"Rs. 70,000",Used,10/5/2015,137,Kathmandu,Standard,2006,Bajaj,Discover 125,125,Blue,25,,
384,"Rs. 92,000",Used,10/5/2015,123,Kathmandu,Standard,2009,Bajaj,Pulsar 135,135,Black,39,29000,
385,"Rs. 2,10,000",Used,10/5/2015,654,Kathmandu,Cruiser,2014,Bajaj,Avenger,220,Blue,63,8000,
386,"Rs. 1,50,000",Used,10/5/2015,121,Bharatpur,Standard,2013,Bajaj,Pulsar 150,150,Blue,26,20164,
387,"Rs. 75,000",Used,8/5/2015,591,Kathmandu,Standard,2007,Bajaj,Pulsar 150,150,Blue,26,35000,
388,"Rs. 1,50,000",Used,7/5/2015,78,Kathmandu,Standard,2013,Bajaj,Pulsar 180,180,Black,57,22000,
389,"Rs. 1,50,000",Used,7/5/2015,299,Kathmandu,Cruiser,2010,Bajaj,Avenger,220,Blue,45,,
390,"Rs. 1,30,000",Used,7/5/2015,235,Kathmandu,Standard,2010,Bajaj,Pulsar 220,220,Silver,43,50000,
391,"Rs. 90,000",Used,6/5/2015,280,Kathmandu,Standard,2008,Bajaj,Pulsar 150,150,Black,29,70000,
392,"Rs. 77,000",Used,7/5/2015,185,Kathmandu,Standard,2008,Bajaj,Pulsar 150,150,Black,31,30833,
393,"Rs. 2,15,000",Used,7/5/2015,208,Bardaghat,Standard,2014,Bajaj,Pulsar 220F,220,Red,21,15000,
394,"Rs. 1,00,000",Used,5/5/2015,1691,Biratnagar,Standard,2011,Bajaj,Pulsar 150,150,Black,12,30000,
395,"Rs. 2,45,000",Used,5/5/2015,336,Kathmandu,Standard,2015,Bajaj,Pulsar 220,220,BLACK/RED,64,2500,
396,"Rs. 1,10,000",Used,5/5/2015,61,Kathmandu,Standard,2010,Bajaj,Pulsar 180,180,Silver,44,30000,
397,"Rs. 1,50,000",Used,30/4/2015,194,Kathmandu,Standard,2011,Bajaj,Pulsar 220S,220,black,10,60000,1
398,"Rs. 1,20,000",Used,30/4/2015,63,Kirtipur,Standard,2011,Bajaj,Discover 125,120,black,12,5000,no
399,"Rs. 2,00,000",Used,30/4/2015,432,Kathmandu,Standard,2014,Bajaj,Pulsar 220F,15,blue and black,28,8500,lifetime
400,"Rs. 2,45,000",Used,23/4/2015,58,Kathmandu,Standard,2014,Bajaj,Pulsar 220F,220,Blue,67,4000,
401,"Rs. 1,35,000",Used,24/4/2015,206,Kathmandu,Standard,2013,Bajaj,Discover 100,100,Black & White,57,9000,
402,"Rs. 1,75,000",Used,23/4/2015,998,Kathmandu,Standard,2010,Bajaj,Pulsar 150,150,BLUE,58,25000,
403,"Rs. 1,20,000",Used,22/4/2015,48,Bhaktapur,Standard,2009,Bajaj,Pulsar 180,179,Black,34,36000,1 years
404,"Rs. 95,000",Used,23/4/2015,682,Kathmandu,Standard,2007,Bajaj,Pulsar 200,200,Silver,26,19576,
405,"Rs. 70,000",Used,21/4/2015,133,Kathmandu,Standard,2008,Bajaj,Pulsar 150,150,Red,7,18000,
406,"Rs. 1,75,000",Used,21/4/2015,150,Kathmandu,Sportsbike,2012,Bajaj,Pulsar 200NS,150,Blue,53,18600,
407,"Rs. 49,000",Used,21/4/2015,183,Kathmandu,Standard,,Bajaj,Discover 125,125,Red & Black,20,,
408,"Rs. 95,000",Used,21/4/2015,433,Kathmandu,Standard,1981,Bajaj,Pulsar 200,200,Black,29,,
409,"Rs. 1,95,000",Used,20/4/2015,69,Kathmandu,Standard,2014,Bajaj,Pulsar 220F,220,blue black,57,17000,no
410,"Rs. 60,000",Used,20/4/2015,145,Kathmandu,Standard,2006,Bajaj,Pulsar 180,180,Black and Red,25,,
411,"Rs. 1,25,000",Used,19/4/2015,326,Kathmandu,Standard,2009,Bajaj,Pulsar 150,150,Blue,35,23000,
412,"Rs. 1,85,000",Used,19/4/2015,6218,Pokhara,Sportsbike,2013,Bajaj,Pulsar 200NS,200,Black,7,16000,
413,"Rs. 1,10,000",Used,19/4/2015,322,Kathmandu,Standard,2010,Bajaj,Pulsar 180,180,Black,41,40000,
414,"Rs. 98,000",Used,19/4/2015,113,Kathmandu,Standard,2010,Bajaj,Discover 135,135,Grey,40,39000,
415,Contact Seller,Used,12/4/2015,187,Kathmandu,Standard,2012,Bajaj,Pulsar 150,150,Blue,63,20000,
